Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1629]   0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_begin() const [1629]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >, unsigned long, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> > const&) [170]
[1630]   0.0    0.00    0.00       1         std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::end() const [1630]
                0.00    0.00       1/2           std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::begin() const [1466]
                0.00    0.00       1/1           std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::size() const [1631]
-----------------------------------------------
                0.00    0.00       1/1           std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::end() const [1630]
[1631]   0.0    0.00    0.00       1         std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::size() const [1631]
-----------------------------------------------
                0.00    0.00       1/1           FLResources::load_level(int) [73]
[1632]   0.0    0.00    0.00       1         std::fpos<__mbstate_t>::operator long() const [1632]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<FLUIElement*, std::allocator<FLUIElement*> >::empty() const [1635]
[1633]   0.0    0.00    0.00       1         std::vector<FLUIElement*, std::allocator<FLUIElement*> >::end() const [1633]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<FLUIElement* const*, std::vector<FLUIElement*, std::allocator<FLUIElement*> > >::__normal_iterator(FLUIElement* const* const&) [1462]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<FLUIElement*, std::allocator<FLUIElement*> >::empty() const [1635]
[1634]   0.0    0.00    0.00       1         std::vector<FLUIElement*, std::allocator<FLUIElement*> >::begin() const [1634]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<FLUIElement* const*, std::vector<FLUIElement*, std::allocator<FLUIElement*> > >::__normal_iterator(FLUIElement* const* const&) [1462]
-----------------------------------------------
                0.00    0.00       1/1           FLUIManager::~FLUIManager() [1854]
[1635]   0.0    0.00    0.00       1         std::vector<FLUIElement*, std::allocator<FLUIElement*> >::empty() const [1635]
                0.00    0.00       1/1           std::vector<FLUIElement*, std::allocator<FLUIElement*> >::end() const [1633]
                0.00    0.00       1/1           std::vector<FLUIElement*, std::allocator<FLUIElement*> >::begin() const [1634]
                0.00    0.00       1/1           bool __gnu_cxx::operator==<FLUIElement* const*, std::vector<FLUIElement*, std::allocator<FLUIElement*> > >(__gnu_cxx::__normal_iterator<FLUIElement* const*, std::vector<FLUIElement*, std::allocator<FLUIElement*> > > const&, __gnu_cxx::__normal_iterator<FLUIElement* const*, std::vector<FLUIElement*, std::allocator<FLUIElement*> > > const&) [1626]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, FLKey>, std::_Select1st<std::pair<unsigned int const, FLKey> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FLKey> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned int const, FLKey> >, unsigned int const&) [1211]
[1636]   0.0    0.00    0.00       1         std::_Rb_tree<unsigned int, std::pair<unsigned int const, FLKey>, std::_Select1st<std::pair<unsigned int const, FLKey> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FLKey> > >::size() const [1636]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> const*>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> const*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> const*, unsigned long, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Select1st const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> > const&) [171]
[1637]   0.0    0.00    0.00       1         std::__detail::_Prime_rehash_policy::_M_bkt_for_elements(unsigned long) const [1637]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<fl_colored_vertex, std::allocator<fl_colored_vertex> >::_Vector_impl::_Vector_impl() [1678]
[1638]   0.0    0.00    0.00       1         std::allocator<fl_colored_vertex>::allocator() [1638]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<fl_colored_vertex>::new_allocator() [1600]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<fl_colored_vertex, std::allocator<fl_colored_vertex> >::_Vector_impl::~_Vector_impl() [1679]
[1639]   0.0    0.00    0.00       1         std::allocator<fl_colored_vertex>::~allocator() [1639]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<fl_colored_vertex>::~new_allocator() [1601]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >, true>::_Hashtable_ebo_helper() [1798]
[1640]   0.0    0.00    0.00       1         std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >::allocator() [1640]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >::new_allocator() [1602]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >, true>::~_Hashtable_ebo_helper() [1799]
[1641]   0.0    0.00    0.00       1         std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >::~allocator() [1641]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> >::~new_allocator() [1603]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >, true>::_Hashtable_ebo_helper<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> > >(std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >&&) [1800]
[1642]   0.0    0.00    0.00       1         std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >::allocator(std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> > const&) [1642]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >::new_allocator(__gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> > const&) [1604]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable(std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Select1st const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> > const&) [1672]
[1643]   0.0    0.00    0.00       1         std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >(std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> > const&) [1643]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*>, true> >::new_allocator() [1605]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLUIElement*, std::allocator<FLUIElement*> >::_Vector_impl::_Vector_impl() [1685]
[1644]   0.0    0.00    0.00       1         std::allocator<FLUIElement*>::allocator() [1644]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLUIElement*>::new_allocator() [1606]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLUIElement*, std::allocator<FLUIElement*> >::_Vector_impl::~_Vector_impl() [1686]
[1645]   0.0    0.00    0.00       1         std::allocator<FLUIElement*>::~allocator() [1645]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLUIElement*>::~new_allocator() [1607]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLToggleTile*, std::allocator<FLToggleTile*> >::_Vector_impl::_Vector_impl() [1692]
[1646]   0.0    0.00    0.00       1         std::allocator<FLToggleTile*>::allocator() [1646]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLToggleTile*>::new_allocator() [1608]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLWorldObject*, std::allocator<FLWorldObject*> >::_Vector_impl::_Vector_impl() [1694]
[1647]   0.0    0.00    0.00       1         std::allocator<FLWorldObject*>::allocator() [1647]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLWorldObject*>::new_allocator() [1609]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLWorldObject*, std::allocator<FLWorldObject*> >::_Vector_impl::~_Vector_impl() [1695]
[1648]   0.0    0.00    0.00       1         std::allocator<FLWorldObject*>::~allocator() [1648]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLWorldObject*>::~new_allocator() [1610]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLAnimatedObject*, std::allocator<FLAnimatedObject*> >::_Vector_impl::_Vector_impl() [1699]
[1649]   0.0    0.00    0.00       1         std::allocator<FLAnimatedObject*>::allocator() [1649]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLAnimatedObject*>::new_allocator() [1611]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLAnimatedObject*, std::allocator<FLAnimatedObject*> >::_Vector_impl::~_Vector_impl() [1700]
[1650]   0.0    0.00    0.00       1         std::allocator<FLAnimatedObject*>::~allocator() [1650]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLAnimatedObject*>::~new_allocator() [1612]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLTexturedObject*, std::allocator<FLTexturedObject*> >::_Vector_impl::~_Vector_impl() [1704]
[1651]   0.0    0.00    0.00       1         std::allocator<FLTexturedObject*>::~allocator() [1651]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLTexturedObject*>::~new_allocator() [1613]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLInteractableObject*, std::allocator<FLInteractableObject*> >::_Vector_impl::_Vector_impl() [1706]
[1652]   0.0    0.00    0.00       1         std::allocator<FLInteractableObject*>::allocator() [1652]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLInteractableObject*>::new_allocator() [1614]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<FLInteractableObject*, std::allocator<FLInteractableObject*> >::_Vector_impl::~_Vector_impl() [1707]
[1653]   0.0    0.00    0.00       1         std::allocator<FLInteractableObject*>::~allocator() [1653]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<FLInteractableObject*>::~new_allocator() [1615]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<NVAngel*, std::allocator<NVAngel*> >::_Vector_impl::_Vector_impl() [1713]
[1654]   0.0    0.00    0.00       1         std::allocator<NVAngel*>::allocator() [1654]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<NVAngel*>::new_allocator() [1616]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<NVAngel*, std::allocator<NVAngel*> >::_Vector_impl::~_Vector_impl() [1714]
[1655]   0.0    0.00    0.00       1         std::allocator<NVAngel*>::~allocator() [1655]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<NVAngel*>::~new_allocator() [1617]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_Rb_tree_impl<std::less<FLKey>, true>::_Rb_tree_impl() [1772]
[1656]   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::allocator() [1656]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::new_allocator() [1618]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_Rb_tree_impl<std::less<FLKey>, true>::~_Rb_tree_impl() [1773]
[1657]   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::~allocator() [1657]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::~new_allocator() [1619]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, FLKey>, std::_Select1st<std::pair<unsigned int const, FLKey> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FLKey> > >::_Rb_tree_impl<std::less<unsigned int>, true>::_Rb_tree_impl() [1779]
[1658]   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, FLKey> > >::allocator() [1658]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned int const, FLKey> > >::new_allocator() [1620]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, FLKey>, std::_Select1st<std::pair<unsigned int const, FLKey> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FLKey> > >::_Rb_tree_impl<std::less<unsigned int>, true>::~_Rb_tree_impl() [1780]
[1659]   0.0    0.00    0.00       1         std::allocator<std::_Rb_tree_node<std::pair<unsigned int const, FLKey> > >::~allocator() [1659]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned int const, FLKey> > >::~new_allocator() [1621]
-----------------------------------------------
                0.00    0.00       1/1           FLPhysics::FLPhysics() [169]
[1660]   0.0    0.00    0.00       1         std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::allocator() [1660]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::new_allocator() [1622]
-----------------------------------------------
                0.00    0.00       1/1           FLPhysics::FLPhysics() [169]
[1661]   0.0    0.00    0.00       1         std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::~allocator() [1661]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, float*> >::~new_allocator() [1623]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [1722]
[1662]   0.0    0.00    0.00       1         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [1662]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [1624]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, texture*, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> > >::end() [1725]
[1663]   0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::end() [1663]
                0.00    0.00       1/5           std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, false, true>::_Node_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true>*) [1291]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, texture*, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> > >::begin() [1726]
[1664]   0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::begin() [1664]
                0.00    0.00       1/4           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_begin() const [1305]
                0.00    0.00       1/5           std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, false, true>::_Node_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true>*) [1291]
-----------------------------------------------
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable() [1667]
[1665]   0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear() [1665]
                0.00    0.00       1/4           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_begin() const [1305]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true>*) [1789]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, texture*, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> > >::unordered_map() [1727]
[1666]   0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable() [1666]
                0.00    0.00       1/1           std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*>, true> > >::_Hashtable_alloc() [1790]
                0.00    0.00       1/8           std::__detail::_Hash_node_base::_Hash_node_base() [1175]
                0.00    0.00       1/2           std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [1501]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, texture*, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, texture*> > >::~unordered_map() [1728]
